LeadTime,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,Agent,Company,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ChangedRoom,StayChanges,ReservationMonth
98.0,November,1,3,1.0,0.0,0.0,BB,Other_Africa,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,70.0,0,0,Check-Out,1,No Changes,August
117.0,March,1,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,91.8,0,0,Canceled,0,No Changes,November
61.0,November,1,3,2.0,0.0,0.0,HB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,120.7,0,1,Check-Out,0,No Changes,September
14.0,September,1,3,1.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,1,No Deposit,no_Agent,other_Company,Transient,65.0,0,0,Check-Out,0,No Changes,August
20.0,May,0,3,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,133.33,0,1,Check-Out,0,No Changes,May
26.0,September,2,3,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,84.14,0,1,Check-Out,0,No Changes,August
150.0,January,2,1,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,101.0,0,0,Canceled,0,No Changes,August
15.0,May,2,2,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,150.0,0,1,Canceled,0,No Changes,April
10.0,August,1,2,2.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,79.0,0,1,Check-Out,0,No Changes,August
136.0,June,2,5,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.75,0,0,Check-Out,0,No Changes,February
61.0,October,2,0,1.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,73.0,0,0,Check-Out,0,No Changes,August
24.0,July,1,1,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,130.0,0,0,Canceled,0,No Changes,June
70.0,June,1,1,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.1,0,0,Canceled,0,No Changes,April
336.0,September,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient-Party,101.5,0,0,Canceled,0,No Changes,October
229.0,July,1,4,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,110.0,0,0,Canceled,0,No Changes,November
192.0,June,0,2,1.0,0.0,0.0,BB,United_Kingdom,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,95.0,0,0,Check-Out,0,No Changes,December
218.0,June,0,3,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,99.0,0,0,Canceled,0,No Changes,November
136.0,July,2,1,2.0,0.0,0.0,BB,Other_Europe,Groups,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,0,Check-Out,0,No Changes,March
25.0,May,0,3,1.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,130.0,0,0,Check-Out,0,No Changes,April
56.0,February,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,60.0,0,0,Canceled,0,No Changes,December
323.0,May,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
28.0,March,1,4,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Contract,68.0,0,1,Check-Out,1,No Changes,February
0.0,February,0,1,1.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,88.0,0,1,Check-Out,1,No Changes,February
7.0,August,1,2,1.0,0.0,0.0,HB,Other_Asia,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,60.0,0,0,Check-Out,0,No Changes,August
4.0,January,1,2,1.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,57.06,0,0,Check-Out,0,No Changes,January
80.0,July,0,4,2.0,1.0,0.0,HB,Other_Americas,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,287.0,0,1,Canceled,0,No Changes,May
31.0,April,1,0,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,94.5,0,0,Canceled,0,No Changes,March
22.0,October,0,1,1.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Contract,101.0,0,1,Check-Out,0,No Changes,September
131.0,May,0,3,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,114.3,0,1,Canceled,0,No Changes,December
346.0,September,0,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,115.0,0,1,Check-Out,0,No Changes,October
0.0,March,0,1,1.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,89.0,0,0,Check-Out,1,No Changes,March
139.0,May,1,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,99.45,0,2+,Check-Out,0,No Changes,December
437.0,May,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,60.0,0,0,Canceled,0,No Changes,February
55.0,January,0,2,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,79.0,0,0,Canceled,0,No Changes,November
55.0,September,2,0,2.0,0.0,0.0,BB,France,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,75.0,0,0,Check-Out,1,No Changes,July
55.0,April,0,1,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,104.0,0,0,Check-Out,0,No Changes,February
18.0,December,1,0,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Check-Out,0,No Changes,November
79.0,November,1,2,1.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,79.2,0,0,Check-Out,0,No Changes,August
19.0,September,1,1,1.0,0.0,0.0,BB,United_Kingdom,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,170.0,0,0,Check-Out,0,No Changes,September
17.0,June,0,0,2.0,1.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,0.0,0,0,Check-Out,0,No Changes,June
80.0,March,2,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,74.8,0,1,No-Show,0,No Changes,January
135.0,May,1,2,2.0,1.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,133.06,0,1,Check-Out,0,No Changes,January
31.0,February,2,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,50.6,0,0,Check-Out,0,No Changes,January
2.0,December,0,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,94.0,1,0,Check-Out,0,No Changes,December
146.0,January,0,3,3.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,135.0,0,0,Canceled,0,No Changes,August
215.0,November,1,1,1.0,0.0,0.0,BB,Other_Europe,Groups,Corporate,0,0,0,A,1,No Deposit,no_Agent,other_Company,Transient,75.0,0,0,Check-Out,1,No Changes,April
2.0,June,0,1,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,100.0,0,0,Canceled,0,No Changes,May
71.0,November,1,5,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,155.49,0,1,Check-Out,0,No Changes,August
35.0,September,2,0,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,117.0,0,2+,Check-Out,0,No Changes,August
66.0,April,2,0,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,100.0,0,0,Canceled,0,No Changes,February
2.0,January,0,3,2.0,0.0,0.0,BB,France,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,95.0,0,0,Check-Out,0,No Changes,January
135.0,August,1,5,3.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,272.5,0,1,Canceled,0,No Changes,April
52.0,March,1,1,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,January
12.0,December,1,4,2.0,0.0,0.0,HB,Spain,Direct,Direct,0,0,0,D,1,No Deposit,other_Agent,no_Company,Transient,129.0,0,1,Check-Out,0,No Changes,December
90.0,April,1,2,2.0,0.0,0.0,BB,United_Kingdom,Direct,Direct,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,108.0,0,1,Check-Out,0,No Changes,January
116.0,May,0,4,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,76.0,0,1,Check-Out,0,No Changes,January
86.0,June,1,4,2.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,99.9,0,1,Check-Out,0,No Changes,April
22.0,April,1,1,1.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,95.0,0,0,Check-Out,0,No Changes,March
44.0,November,0,2,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,83.39,0,1,Check-Out,0,No Changes,October
169.0,June,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,170.0,0,0,Canceled,0,No Changes,December
5.0,June,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,0,No Deposit,no_Agent,other_Company,Transient,89.0,0,0,Check-Out,0,No Changes,June
4.0,March,1,1,1.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,A,2+,No Deposit,no_Agent,no_Company,Transient,88.2,0,0,Check-Out,0,No Changes,March
36.0,December,2,6+,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,68.07,0,1,Check-Out,0,No Changes,November
351.0,October,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
4.0,July,0,2,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,160.0,0,0,Canceled,0,No Changes,July
276.0,September,0,3,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,116.33,0,0,Check-Out,1,No Changes,December
26.0,April,0,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,126.0,0,1,Check-Out,0,No Changes,March
294.0,August,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
91.0,April,0,3,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,105.0,0,0,Canceled,0,No Changes,January
43.0,January,0,1,1.0,0.0,0.0,BB,Spain,Online TA,GDS,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,96.0,0,0,Check-Out,0,No Changes,December
172.0,September,2,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.75,0,0,Check-Out,0,No Changes,March
18.0,October,0,2,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,0,No Deposit,no_Agent,other_Company,Transient,67.0,1,0,Check-Out,0,No Changes,September
46.0,April,1,2,3.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,159.3,1,2+,Check-Out,0,No Changes,March
141.0,September,0,2,3.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,2+,No Deposit,other_Agent,no_Company,Transient,163.8,0,1,Check-Out,0,No Changes,May
29.0,January,0,3,1.0,0.0,0.0,BB,France,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,December
99.0,March,0,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,89.3,0,1,Check-Out,0,No Changes,December
214.0,August,2,2,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,2+,No Deposit,other_Agent,no_Company,Transient-Party,158.95,0,1,Check-Out,0,No Changes,January
0.0,August,0,1,3.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,151.0,0,0,Check-Out,0,No Changes,August
2.0,August,0,3,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Contract,98.0,0,2+,Check-Out,0,No Changes,August
317.0,September,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,November
9.0,May,0,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.0,0,1,Check-Out,0,No Changes,April
2.0,January,0,1,1.0,0.0,0.0,BB,National,Complementary,Direct,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient-Party,0.0,0,0,Check-Out,0,No Changes,January
9.0,July,2,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,1,0,1-2,A,0,No Deposit,other_Agent,no_Company,Transient,142.33,0,1,Check-Out,0,No Changes,June
37.0,December,1,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,88.0,0,0,Canceled,0,No Changes,November
35.0,May,0,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,130.0,0,0,Canceled,0,No Changes,April
359.0,October,2,0,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,60.0,0,0,Canceled,0,No Changes,October
40.0,June,0,3,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,160.0,0,2+,Check-Out,0,No Changes,April
25.0,October,1,1,2.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,154.0,0,1,Check-Out,0,No Changes,September
221.0,June,1,3,2.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,105.08,0,1,Check-Out,0,No Changes,October
164.0,August,0,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,139.5,0,0,Canceled,0,No Changes,March
138.0,July,2,3,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,130.05,0,0,Check-Out,1,No Changes,February
426.0,September,0,1,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,59.0,0,0,Canceled,0,No Changes,July
41.0,February,0,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,0,Check-Out,1,No Changes,January
45.0,March,2,1,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,97.2,0,2+,Check-Out,0,No Changes,January
36.0,March,2,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,74.94,0,0,Check-Out,0,No Changes,February
115.0,May,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,109.65,0,0,Canceled,0,No Changes,January
203.0,May,1,2,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,126.0,0,2+,Canceled,0,No Changes,October
223.0,July,1,4,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.1,0,0,Canceled,0,No Changes,November
202.0,August,1,2,3.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,162.0,0,0,Check-Out,0,No Changes,February
317.0,September,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,October
92.0,December,0,4,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,60.0,0,0,Check-Out,0,No Changes,September
8.0,September,0,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,168.3,0,1,Check-Out,0,No Changes,August
243.0,May,0,4,3.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,D,2+,No Deposit,other_Agent,no_Company,Transient,157.45,0,2+,Canceled,0,No Changes,September
28.0,April,2,0,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,120.0,0,1,Check-Out,0,No Changes,March
121.0,May,2,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,74.54,0,0,Check-Out,0,No Changes,January
28.0,March,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,95.0,0,0,Canceled,0,No Changes,February
108.0,March,2,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,65.96,0,0,Check-Out,0,No Changes,November
8.0,September,0,2,1.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,118.5,0,1,No-Show,0,No Changes,September
207.0,June,1,2,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.75,0,0,Check-Out,0,No Changes,November
64.0,January,0,2,2.0,0.0,0.0,SC,Other_Oceania,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,65.36,0,2+,Check-Out,0,No Changes,November
290.0,August,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Contract,62.0,0,0,Canceled,0,No Changes,October
166.0,November,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,110.0,0,0,Canceled,0,No Changes,May
172.0,August,2,2,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,115.63,0,0,Canceled,0,No Changes,February
52.0,February,2,4,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient,107.1,0,0,Canceled,0,No Changes,December
174.0,April,1,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,117.0,0,0,Check-Out,0,No Changes,October
36.0,November,0,5,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,other_Agent,no_Company,Group,60.0,0,0,Check-Out,0,No Changes,September
219.0,September,1,2,1.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,76.67,0,0,Check-Out,0,No Changes,January
145.0,August,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,94.5,0,0,Check-Out,0,No Changes,April
8.0,October,2,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,October
216.0,June,1,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,110.4,0,0,Check-Out,0,No Changes,November
277.0,November,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,100.0,0,0,Canceled,0,No Changes,February
14.0,February,0,1,1.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,80.0,0,1,Check-Out,0,No Changes,February
115.0,March,0,2,2.0,0.0,0.0,HB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,90.0,0,0,Check-Out,0,No Changes,November
176.0,April,2,2,2.0,0.0,0.0,HB,Other_Europe,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,113.0,0,1,Check-Out,0,No Changes,October
332.0,September,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Contract,62.0,0,0,Canceled,0,No Changes,October
65.0,May,1,1,1.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient-Party,85.0,0,0,No-Show,0,No Changes,March
138.0,August,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,94.5,0,0,Canceled,0,No Changes,April
10.0,April,1,1,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,115.0,0,1,Canceled,0,No Changes,March
20.0,February,0,2,1.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,89.0,1,2+,Check-Out,1,No Changes,January
21.0,December,0,2,2.0,0.0,0.0,BB,Other_Americas,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,70.0,0,0,Check-Out,0,No Changes,November
30.0,June,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,1,No Deposit,other_Agent,no_Company,Transient,206.67,1,1,Check-Out,0,No Changes,May
74.0,September,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient-Party,101.5,0,0,Canceled,0,No Changes,July
28.0,November,0,1,1.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,120.0,0,0,Check-Out,0,No Changes,October
239.0,June,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,112.2,0,0,Canceled,0,No Changes,October
177.0,April,2,1,2.0,0.0,0.0,HB,Other_Europe,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,105.33,0,1,Check-Out,0,No Changes,October
297.0,May,0,4,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,109.8,0,2+,Canceled,0,No Changes,July
297.0,May,1,1,2.0,0.0,0.0,BB,France,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,July
105.0,March,2,1,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.3,0,0,Check-Out,0,No Changes,November
219.0,June,2,5,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,112.75,0,0,Check-Out,0,No Changes,November
173.0,June,2,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,140.0,0,0,Canceled,0,No Changes,December
0.0,November,1,1,1.0,0.0,0.0,BB,Other_Europe,Groups,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,75.0,0,0,Check-Out,1,No Changes,November
3.0,February,1,0,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Check-Out,0,No Changes,February
156.0,July,1,3,2.0,0.0,0.0,BB,France,Direct,Direct,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.1,0,1,Check-Out,0,No Changes,February
103.0,July,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,94.5,0,0,Canceled,0,No Changes,April
